Date,Open,High,Low,Close,Adj Close,Volume,Date,bar_num,atr,capital,signal,return,stop_loss,return_dollar,cum_return,cum_return_dollar,ret
2022-09-26 09:30:00-04:00,366.8999938964844,367.32000732421875,366.07000732421875,367.0299987792969,367.0299987792969,3144156,2022-09-26 09:30:00-04:00,1.0,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26 09:35:00-04:00,368.0899963378906,368.3599853515625,367.8299865722656,367.8949890136719,367.8949890136719,2252730,2022-09-26 09:35:00-04:00,2.0,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26 09:40:00-04:00,368.260009765625,368.57989501953125,367.1098937988281,367.2200012207031,367.2200012207031,1427787,2022-09-26 09:40:00-04:00,2.0,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26 09:45:00-04:00,367.2200012207031,368.1700134277344,367.1499938964844,368.0633850097656,368.0633850097656,1042429,2022-09-26 09:45:00-04:00,3.0,,500.0,Buy Call,0.0,,0.0,0.0,0.0,0.0
2022-09-26 09:50:00-04:00,368.0633850097656,368.6700134277344,367.92999267578125,368.17999267578125,368.17999267578125,815883,2022-09-26 09:50:00-04:00,3.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 09:55:00-04:00,368.17999267578125,368.5799865722656,367.7401123046875,368.42999267578125,368.42999267578125,947757,2022-09-26 09:55:00-04:00,3.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:00:00-04:00,368.4800109863281,369.0,367.7799987792969,368.4400939941406,368.4400939941406,1056533,2022-09-26 10:00:00-04:00,3.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:05:00-04:00,368.4800109863281,368.8699951171875,367.976806640625,368.0799865722656,368.0799865722656,881197,2022-09-26 10:05:00-04:00,3.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:10:00-04:00,368.10009765625,369.1499938964844,367.3800048828125,368.9599914550781,368.9599914550781,1204890,2022-09-26 10:10:00-04:00,4.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:15:00-04:00,369.46990966796875,370.1499938964844,368.9800109863281,369.840087890625,369.840087890625,1203495,2022-09-26 10:15:00-04:00,6.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:20:00-04:00,369.8699951171875,370.2099914550781,369.6200866699219,370.0,370.0,941436,2022-09-26 10:20:00-04:00,7.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:25:00-04:00,369.9949951171875,370.1600036621094,369.42999267578125,369.82000732421875,369.82000732421875,1067347,2022-09-26 10:25:00-04:00,7.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:30:00-04:00,369.82000732421875,369.9200134277344,368.9800109863281,369.1700134277344,369.1700134277344,1009314,2022-09-26 10:30:00-04:00,7.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:35:00-04:00,369.1499938964844,369.5,368.9800109863281,369.3399963378906,369.3399963378906,532030,2022-09-26 10:35:00-04:00,7.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:40:00-04:00,369.375,369.4599914550781,368.510009765625,369.2799987792969,369.2799987792969,762012,2022-09-26 10:40:00-04:00,7.0,,500.0,,0.0,,0.0,0.0,0.0,0.0
2022-09-26 10:45:00-04:00,369.2449951171875,369.3299865722656,367.82000732421875,368.32000732421875,368.32000732421875,891828,2022-09-26 10:45:00-04:00,-2.0,,512.8311157226562,Sell,0.256622314453125,0.0,12.83111572265625,0.256622314453125,12.83111572265625,0.025662231445312544
2022-09-26 10:50:00-04:00,368.2900085449219,368.5799865722656,367.93011474609375,368.3475036621094,368.3475036621094,700463,2022-09-26 10:50:00-04:00,-2.0,,512.8311157226562,,0.0,0.0,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 10:55:00-04:00,368.3450012207031,368.7799987792969,367.9949951171875,368.4800109863281,368.4800109863281,823290,2022-09-26 10:55:00-04:00,-2.0,,512.8311157226562,,0.0,0.0,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:00:00-04:00,368.5,368.8399963378906,368.3699951171875,368.5299987792969,368.5299987792969,509947,2022-09-26 11:00:00-04:00,-2.0,,512.8311157226562,,0.0,0.0,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:05:00-04:00,368.5299987792969,368.55999755859375,367.0299987792969,367.0799865722656,367.0799865722656,1173960,2022-09-26 11:05:00-04:00,-4.0,,512.8311157226562,Buy Put,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:10:00-04:00,366.8800048828125,367.2699890136719,366.8299865722656,367.239990234375,367.239990234375,691598,2022-09-26 11:10:00-04:00,-4.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:15:00-04:00,367.510009765625,367.5400085449219,366.8100891113281,366.8100891113281,366.8100891113281,727661,2022-09-26 11:15:00-04:00,-5.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:20:00-04:00,366.8100891113281,367.3299865722656,366.3905029296875,366.6400146484375,366.6400146484375,659592,2022-09-26 11:20:00-04:00,-5.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:25:00-04:00,366.6199951171875,366.7001037597656,365.92999267578125,365.95001220703125,365.95001220703125,707360,2022-09-26 11:25:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:30:00-04:00,365.95001220703125,366.45001220703125,365.8299865722656,366.0199890136719,366.0199890136719,793816,2022-09-26 11:30:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:35:00-04:00,366.04998779296875,366.6199951171875,365.95001220703125,366.2900085449219,366.2900085449219,786638,2022-09-26 11:35:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:40:00-04:00,366.2900085449219,366.92999267578125,365.627197265625,365.627197265625,365.627197265625,1032726,2022-09-26 11:40:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:45:00-04:00,365.6300048828125,366.45001220703125,365.3399963378906,366.2200012207031,366.2200012207031,983355,2022-09-26 11:45:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:50:00-04:00,366.0799865722656,366.239990234375,365.7099914550781,366.239990234375,366.239990234375,624171,2022-09-26 11:50:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 11:55:00-04:00,366.239990234375,367.1700134277344,366.1600036621094,366.8500061035156,366.8500061035156,1126786,2022-09-26 11:55:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 12:00:00-04:00,366.6600036621094,366.8900146484375,366.05999755859375,366.1400146484375,366.1400146484375,884301,2022-09-26 12:00:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
2022-09-26 12:05:00-04:00,366.1400146484375,366.2799987792969,365.82501220703125,366.1099853515625,366.1099853515625,866076,2022-09-26 12:05:00-04:00,-7.0,,512.8311157226562,,0.0,,0.0,0.256622314453125,12.83111572265625,0.0
