Datetime,Open,High,Low,Close,Volume,hours,adx,di_plus,di_minus,ema_9,ema_21,signal,return,cum_return
2022-01-03 11:15:00,469.8341,470.0022,469.5969,469.7847,474959,intraday,0.0,29.355606375147897,13.341307500484048,470.26602841573674,470.53231698375726,,0.0,0.0
2022-01-03 11:20:00,469.7847,470.2065,469.5969,470.0615,402418,intraday,0.0,27.63699178863575,14.522298423604152,470.2251227325894,470.48951543977927,,0.0,0.0
2022-01-03 11:25:00,470.0417,470.1406,469.8194,470.0714,390004,intraday,0.0,26.748403538974447,14.055375545890822,470.1943781860715,470.4515049452539,,0.0,0.0
2022-01-03 11:30:00,470.0813,470.101,469.6858,469.7452,291486,intraday,0.0,26.98098174631302,13.453228172613057,470.10454254885724,470.38729540477624,,0.0,0.0
2022-01-03 11:35:00,469.7353,469.8144,469.0038,469.1026,616107,intraday,0.0,31.703646086219127,12.341585437333222,469.9041540390858,470.2705049134329,,0.0,0.0
2022-01-03 11:40:00,469.1422,469.9033,469.1224,469.8835,466941,intraday,0.0,29.142071217736852,12.241493482699916,469.9000232312687,470.23532264857533,,0.0,0.0
2022-01-03 11:45:00,469.8737,470.3778,469.7353,470.0318,427958,intraday,30.916458724198925,27.24013853535307,16.262460333907637,469.92637858501496,470.2168205896139,,0.0,0.0
2022-01-03 11:50:00,470.0417,470.1307,469.6166,469.9122,455750,intraday,30.66538934052773,27.019109016084748,15.396579493521118,469.92354286801196,470.1891278087399,,0.0,0.0
2022-01-03 11:55:00,469.933,470.0813,469.7699,469.9033,249295,intraday,30.432253484261626,26.112185244394137,14.879777701978478,469.9194942944096,470.16314346249084,,0.0,0.0
2022-01-03 12:00:00,469.8638,469.9923,469.5771,469.933,257803,intraday,30.484234790203086,27.046673091963374,14.195587947392971,469.9221954355277,470.1422213295371,,0.0,0.0
2022-01-03 12:05:00,469.9132,470.1109,469.6508,470.0714,252609,intraday,30.221848410236948,25.639740406812578,14.798038168710285,469.9520363484222,470.13578302685187,,0.0,0.0
2022-01-03 12:10:00,470.0615,470.1702,469.755,470.1208,334571,intraday,29.819312032312443,24.405940291122924,14.773219259835155,469.9857890787378,470.1344209335017,,0.0,0.0
2022-01-03 12:15:00,470.1109,470.19,469.9527,470.1504,428070,intraday,29.3897480351684,23.7038779751875,14.588272283159334,470.0187112629903,470.13587357591064,,0.0,0.0
2022-01-03 12:20:00,470.1307,470.531,470.1307,470.4569,340431,intraday,28.069866663913267,22.526679133105677,18.09435231748326,470.10634901039225,470.1650577962824,,0.0,0.0
2022-01-03 12:25:00,470.4569,470.4865,470.3086,470.4668,262389,intraday,26.844262533462068,22.003680216225362,17.674258143469523,470.1784392083138,470.19248890571123,,0.0,0.0
2022-01-03 12:30:00,470.4668,470.4865,470.2691,470.3362,159314,intraday,25.794006736508788,21.889996245970703,17.150244953478353,470.2099913666511,470.2055535506466,,0.0,0.0
2022-01-03 12:35:00,470.3384,470.4174,470.1504,470.2394,179902,intraday,25.087026509370098,22.741536363173317,16.503098003507706,470.2158730933209,470.2086305005878,,0.0,0.0
2022-01-03 12:40:00,470.2492,470.2888,470.0219,470.19,189625,intraday,24.715709209100577,23.733192592340878,15.858888221366632,470.21069847465674,470.20693681871614,,0.0,0.0
2022-01-03 12:45:00,470.1999,470.3679,470.1999,470.3284,261835,intraday,24.109662207229384,23.086305721780068,16.638544887117746,470.2342387797254,470.2179789261056,,0.0,0.0
2022-01-03 12:50:00,470.3333,470.4816,470.0911,470.1229,216324,intraday,23.172506805297584,21.68884874359071,17.393859739652218,470.21197102378034,470.20933538736875,,0.0,0.0
2022-01-03 12:55:00,470.1406,470.2394,470.0742,470.1406,224684,intraday,22.347856901977945,21.38132185098341,16.927050982617136,470.1976968190243,470.20308671578977,,0.0,0.0
2022-01-03 13:00:00,470.1406,470.2196,469.933,470.1802,287155,intraday,21.964502455598062,22.712792629319782,16.118834871493476,470.19419745521947,470.2010061052634,,0.0,0.0
2022-01-03 13:05:00,470.19,470.2196,469.9626,470.0022,210311,intraday,21.608530469673887,21.711683721365745,15.408367011417939,470.15579796417563,470.18293282296673,,0.0,0.0
2022-01-03 13:10:00,470.0121,470.6645,469.8786,470.4371,467320,intraday,20.366597757204094,18.95961567164485,20.63091921243813,470.21205837134056,470.20603892996974,,0.0,0.0
2022-01-03 13:15:00,470.4569,470.6347,470.3778,470.5162,244777,intraday,19.213374524196432,18.149741395523982,19.749653945660075,470.2728866970725,470.23423539088157,,0.0,0.0
2022-01-03 13:20:00,470.526,470.6941,470.5162,470.5557,306352,intraday,18.329283759989796,17.589421356050885,20.17074557185011,470.32944935765806,470.263459446256,,0.0,0.0
2022-01-03 13:25:00,470.5689,470.7188,470.536,470.5954,204718,intraday,17.588709784773936,17.00837153162558,19.95078139429148,470.3826394861265,470.2936358602327,,0.0,0.0
2022-01-03 13:30:00,470.62,470.7337,470.4075,470.4964,240730,intraday,16.412317352283647,18.344579325034434,18.759858024343224,470.40539158890124,470.31206896384793,,0.0,0.0
2022-01-03 13:35:00,470.4964,470.6052,470.4618,470.5162,196819,intraday,15.31995295068552,17.840407518414516,18.244272938172355,470.42755327112104,470.3306263307708,,0.0,0.0
2022-01-03 13:40:00,470.5162,470.9413,470.4569,470.9116,290173,intraday,15.444475869965741,16.218856229606615,22.892541040947258,470.52436261689684,470.38344211888256,,0.0,0.0
2022-01-03 13:45:00,470.9215,470.9413,470.7238,470.9215,276622,intraday,15.560104295011659,15.536036649031782,21.928756970690973,470.6037900935175,470.43235647171144,,0.0,0.0
2022-01-03 13:50:00,470.9215,471.1884,470.9116,471.1884,296556,intraday,16.383506657343165,14.688506991091725,25.602402825154254,470.720712074814,470.50108770155583,,0.0,0.0
2022-01-03 13:55:00,471.1884,471.2971,471.0994,471.2675,487093,intraday,17.430157639660248,14.096991173818674,26.785550423137238,470.83006965985123,470.5707615468689,,0.0,0.0
2022-01-03 14:00:00,471.2576,471.3762,471.139,471.2279,351650,intraday,18.602607473218715,13.399757512517688,27.11009717979086,470.90963572788104,470.63050140624443,,0.0,0.0
2022-01-03 14:05:00,471.2279,471.6036,471.1291,471.5047,547229,intraday,20.220281132252506,12.109478658717387,29.114305632197052,471.02864858230487,470.70997400567677,,0.0,0.0
2022-01-03 14:10:00,471.5097,471.5291,471.3762,471.4059,406156,intraday,21.722406672783883,11.717923237610195,28.17290555021649,471.1040988658439,470.7732400051607,,0.0,0.0
2022-01-03 14:15:00,471.4059,471.5541,471.2971,471.4306,476411,intraday,22.68129783792194,12.771835362358916,26.615123816022884,471.1693990926751,470.83300000469154,,0.0,0.0
2022-01-03 14:20:00,471.4306,471.4652,471.2329,471.2477,299202,intraday,23.220389320474677,13.531055891711096,25.255758591852217,471.18505927414014,470.8707000042651,,0.0,0.0
2022-01-03 14:25:00,471.2576,471.4652,471.2177,471.4454,247179,intraday,23.635453887450787,13.121975475877814,23.857634491110698,471.2371274193122,470.92294545842276,,0.0,0.0
2022-01-03 14:30:00,471.4454,471.564,471.312,471.3367,266817,intraday,24.327378639266623,12.37104176938766,24.735998214025198,471.25704193544976,470.960559507657,,0.0,0.0
2022-01-03 14:35:00,471.3367,471.6421,471.2576,471.6421,454965,intraday,25.203029942693483,11.307735208371659,24.35575806455179,471.3340535483598,471.02251773423365,,0.0,0.0
2022-01-03 14:40:00,471.6332,472.1868,471.6135,472.088,551410,intraday,27.23383997829333,9.936377965801736,32.924586331802914,471.4848428386879,471.1193797583942,,0.0,0.0
2022-01-03 14:45:00,472.0978,472.1967,471.9001,471.9891,455019,intraday,29.136927792287533,9.307478936058255,31.051964012496907,471.58569427095034,471.1984452349038,,0.0,0.0
2022-01-03 14:50:00,471.9891,472.088,471.8507,471.915,371425,intraday,30.603371660511893,9.902703642419091,29.446159210057747,471.6515554167603,471.26358657718527,,0.0,0.0
2022-01-03 14:55:00,471.91,471.91,471.6629,471.7499,324625,intraday,30.88824723670253,13.51077897656889,27.801300563756744,471.67122433340825,471.3077968883502,,0.0,0.0
2022-01-03 15:00:00,471.742,471.8804,471.5246,471.8112,470299,intraday,30.44161015040652,15.49534578025449,25.625634049993412,471.6992194667266,471.35356080759107,,0.0,0.0
2022-01-03 15:05:00,471.8013,471.8605,471.6332,471.8062,366791,intraday,30.02687571313166,14.703698059513574,24.316436109146625,471.72061557338134,471.39470982508277,,0.0,0.0
2022-01-03 15:10:00,471.8062,472.0039,471.7617,471.9081,473541,intraday,30.08151500493104,13.8894174180384,26.24866620648768,471.7581124587051,471.44138165916615,,0.0,0.0
2022-01-03 15:15:00,471.9051,471.9842,471.742,471.9199,285865,intraday,30.020692904689927,13.565474807184266,24.771322934550263,471.7904699669641,471.48488332651465,,0.0,0.0
2022-01-03 15:20:00,471.9199,472.0484,471.7815,471.821,473788,intraday,30.167542397817925,12.716122263478896,24.726407429225567,471.7965759735713,471.51543938774057,,0.0,0.0
2022-01-03 15:25:00,471.821,471.999,471.8013,471.9101,420650,intraday,30.303902641436782,12.111222049476709,23.550183354343808,471.8192807788571,471.55131762521864,,0.0,0.0
2022-01-03 15:30:00,471.9199,472.0435,471.7815,472.0435,462073,intraday,30.5824864654583,11.34125944287604,23.132789355383224,471.86412462308573,471.5960614774715,,0.0,0.0
2022-01-03 15:35:00,472.0385,472.2659,471.8243,471.91,963592,intraday,31.51915605872273,10.167913763616925,25.9499060019636,471.8732996984686,471.62460134315586,,0.0,0.0
2022-01-03 15:40:00,471.91,471.9693,471.1785,471.4751,1187689,intraday,29.337518500136277,22.060121693521953,21.63357065647865,471.79365975877494,471.6110103119599,,0.0,0.0
2022-01-03 15:45:00,471.4751,472.1967,471.3871,472.1571,1663055,intraday,27.932860677688417,18.641515147564178,22.633790217315145,471.86634780701996,471.66065482905447,,0.0,0.0
2022-01-03 15:50:00,472.167,472.2659,471.6382,471.9891,2098967,intraday,26.844065926723086,16.505796607548486,21.303724299386197,471.89089824561603,471.6905134809586,,0.0,0.0
2022-01-03 15:55:00,471.9792,472.3647,471.6777,472.2758,3773874,intraday,26.1377164323148,14.54208072555622,20.48016268626526,471.9678785964928,471.74372134632597,,0.0,0.0
2022-01-04 09:30:00,473.719,474.1638,473.5559,474.0452,1753313,intraday,28.384141929740885,10.755142191518157,39.96191604491832,472.3833428771943,471.95294667847816,,0.0,0.0
2022-01-04 09:35:00,474.0452,474.4307,473.7388,474.2034,1180419,intraday,30.68975068160832,9.75279783224767,39.8326542444968,472.7473543017555,472.15753334407106,,0.0,0.0
2022-01-04 09:40:00,474.1935,474.4703,473.9859,474.1886,721731,intraday,32.86285099631774,9.112497532411087,37.75423877867151,473.0356034414044,472.3421757673373,,0.0,0.0
2022-01-04 09:45:00,474.2034,474.3615,474.0156,474.0255,677590,intraday,34.88072985997648,8.674539953723606,35.939724706992955,473.2335827531235,472.4952052430339,,0.0,0.0
2022-01-04 09:50:00,474.0106,474.3517,473.7289,474.3319,752285,intraday,35.74495959093715,11.85933923015296,32.87595753529403,473.45324620249886,472.66217749366723,,0.0,0.0
2022-01-04 09:55:00,474.3517,474.3843,474.0551,474.1836,527597,intraday,36.58770772871634,11.310483637294658,31.812749148342302,473.59931696199914,472.80048863060654,,0.0,0.0
2022-01-04 10:00:00,474.1737,474.2133,473.4818,473.7289,841138,intraday,35.60445776887766,17.997037349437946,28.640828158013143,473.62523356959935,472.88488966418777,,0.0,0.0
2022-01-04 10:05:00,473.7289,473.8772,473.5608,473.8673,596004,intraday,34.69143994902746,17.198283276485423,27.369675706653656,473.6736468556795,472.9741996947161,,0.0,0.0
2022-01-04 10:10:00,473.8673,474.0353,473.4917,473.6696,445362,intraday,34.1240278700483,15.893164319361757,27.499761208965335,473.67283748454366,473.03741790428734,,0.0,0.0
2022-01-04 10:15:00,473.6696,473.808,473.3335,473.4422,457168,intraday,33.12671458406651,17.054897772621153,25.66867062556945,473.62670998763497,473.07421627662484,,0.0,0.0
2022-01-04 10:20:00,473.4521,473.8871,473.3137,473.6597,446723,intraday,32.355854319345404,15.694878623855896,24.72181387272999,473.633307990108,473.1274420696589,,0.0,0.0
2022-01-04 10:25:00,473.6696,474.0848,473.2149,474.0848,463222,intraday,32.0187272250919,13.885779022826855,24.491849119338692,473.7236063920864,473.21447460878085,,0.0,0.0
2022-01-04 10:30:00,474.0749,474.2528,473.5361,473.63,769097,intraday,32.009579887184415,12.597414673519832,24.394326855016075,473.70488511366915,473.2522496443462,,0.0,0.0
2022-01-04 10:35:00,473.63,473.6696,473.1259,473.1556,606991,intraday,30.739660855493916,17.025732055177894,22.67550072577977,473.59502809093533,473.24346331304196,,0.0,0.0
2022-01-04 10:40:00,473.1358,473.4224,472.7601,472.9134,561017,intraday,28.630784830012356,20.258397110299597,20.7568955411381,473.4587024727483,473.21345755731085,,0.0,0.0
2022-01-04 10:45:00,472.9282,473.2247,472.8096,473.0715,521316,intraday,26.67254280635091,19.16394609140064,19.635513363145936,473.38126197819867,473.20055232482804,,0.0,0.0
2022-01-04 10:50:00,473.0715,473.1457,472.6316,472.7107,597410,intraday,25.117336062570566,20.20303677467365,18.31575157989197,473.24714958255896,473.1560202952982,,0.0,0.0
2022-01-04 10:55:00,472.7206,472.7404,472.0286,472.1374,1153083,intraday,24.900040779394164,26.079395903187052,16.64737489868207,473.0251996660472,473.0634184502711,,0.0,0.0
2022-01-04 11:00:00,472.1473,472.1868,471.0203,471.4256,1113479,intraday,26.064243439614906,34.438844350938304,14.341776052368656,472.70527973283777,472.91452586388283,,0.0,0.0
2022-01-04 11:05:00,471.4158,471.7222,471.3762,471.6431,559099,intraday,27.14528876696274,32.979820752984494,13.734177566085403,472.4928437862702,472.7989416944389,,0.0,0.0
2022-01-04 11:10:00,471.6332,471.7519,471.2675,471.6827,652042,intraday,28.274153151958327,32.34702448380043,12.909586192602458,472.3308150290162,472.6974651767626,,0.0,0.0
2022-01-04 11:15:00,471.6659,471.7173,471.2872,471.5739,411656,intraday,29.322384366597085,30.59081174906742,12.208687731820193,472.179432023213,472.59532288796595,,0.0,0.0
2022-01-04 11:20:00,471.564,471.5838,470.9512,471.3169,580596,intraday,30.688705117875056,32.37438394172771,11.241908608812787,472.0069256185704,472.47910262542354,,0.0,0.0
2022-01-04 11:25:00,471.3268,471.4948,470.9907,471.4935,441398,intraday,31.957431529776027,30.314330654219024,10.526561227094513,471.9042404948563,472.38950238674863,,0.0,0.0
2022-01-04 11:30:00,471.4751,471.9496,471.3515,471.9199,621758,intraday,31.741395899455533,28.034941953356352,15.452693618290434,471.9073723958851,472.3468112606805,,0.0,0.0
2022-01-04 11:35:00,471.9199,471.999,471.7519,471.9792,344117,intraday,31.40129920186568,27.1274091096735,15.599634690198286,471.92173791670814,472.31339205516406,,0.0,0.0
2022-01-04 11:40:00,471.9842,472.088,471.7321,472.0779,275026,intraday,30.826560366189447,25.830426386200912,16.04940937880601,471.9529703333666,472.29198368651276,,0.0,0.0
2022-01-04 11:45:00,472.0682,472.5031,472.0237,472.3844,568279,intraday,29.187872288481667,24.15513603660399,20.624309333549988,472.03925626669326,472.30038516955705,Buy Put,0.0,0.0
2022-01-04 11:50:00,472.3845,472.424,472.1571,472.3549,351830,intraday,27.666233359181586,23.250996802281357,19.852330768783823,472.10238501335465,472.30534106323364,Sell,0.029500000000041382,0.029500000000041382
2022-01-04 11:55:00,472.3351,472.3845,471.91,472.0089,313609,intraday,26.777564189428414,25.178553232370888,18.524779787225103,472.0836880106838,472.2783918756669,,0.0,0.029500000000041382
2022-01-04 12:00:00,471.9891,472.0781,471.7306,471.821,348584,intraday,26.30750261022636,26.503516416778293,17.596722538207267,472.0311504085471,472.2368107960608,,0.0,0.029500000000041382
2022-01-04 12:05:00,471.821,471.9693,471.6332,471.7962,215069,intraday,26.05999867045324,26.626308913863816,16.724030428673085,471.9841603268377,472.1967552691462,,0.0,0.029500000000041382
2022-01-04 12:10:00,471.8013,472.2263,471.7815,472.1967,244789,intraday,25.074721812200202,24.868544831110885,19.434303157241004,472.0266682614702,472.19675024467836,,0.0,0.029500000000041382
2022-01-04 12:15:00,472.2066,472.4636,472.167,472.256,268697,intraday,23.527436824208234,23.742966680028704,22.17587953041431,472.07253460917616,472.2021365860712,Buy Put,0.0,0.029500000000041382
2022-01-04 12:20:00,472.2461,472.34,472.1275,472.1571,312408,intraday,22.186842351966444,23.56902798097245,21.42758765113539,472.08944768734096,472.1980423509738,,0.0,0.029500000000041382
2022-01-04 12:25:00,472.1473,472.2511,472.0385,472.0583,195634,intraday,21.164578831141256,24.210783899596493,20.675889653557327,472.0832181498728,472.1853385008853,,0.0,0.029500000000041382
2022-01-04 12:30:00,472.0484,472.0484,471.7815,471.9397,248936,intraday,20.82301481751612,27.42856560883388,19.706566502848677,472.05451451989825,472.1630077280775,Sell,0.3162999999999556,0.345799999999997
2022-01-04 12:35:00,471.949,472.1275,471.949,471.9891,245436,intraday,20.258948305534584,26.52012986978302,20.448876780676432,472.04143161591867,472.14719793461586,Buy Put,0.0,0.345799999999997
2022-01-04 12:40:00,471.9891,472.0188,471.7617,471.8013,163680,intraday,20.17305784837111,28.677119897723784,19.496855074167613,471.993405292735,472.1157526678326,Sell,0.18779999999998154,0.5335999999999785
2022-01-04 12:45:00,471.8112,472.0385,471.5591,471.6728,327670,intraday,20.531538571219617,29.838495694396165,17.829959527225043,471.92928423418806,472.0754842434842,,0.0,0.5335999999999785
2022-01-04 12:50:00,471.6827,471.821,471.4652,471.5541,318735,intraday,21.059200077995207,29.617998013979186,16.689500322926207,471.8542473873505,472.0280856758947,,0.0,0.5335999999999785
2022-01-04 12:55:00,471.5541,471.6431,471.2378,471.3564,320755,intraday,21.99616274798117,31.545242821114527,15.475213220564022,471.7546779098804,471.96702334172244,,0.0,0.5335999999999785
2022-01-04 13:00:00,471.3367,471.5344,471.139,471.5047,237974,intraday,23.04973294857624,31.079552913396864,14.37628467084903,471.7046823279044,471.9249939470204,,0.0,0.5335999999999785
2022-01-04 13:05:00,471.4948,471.8507,471.4553,471.6036,275079,intraday,22.86942784907414,28.871606881523697,19.03794933820929,471.6844658623235,471.8957763154731,,0.0,0.5335999999999785
2022-01-04 13:10:00,471.5838,471.6579,471.4255,471.4454,139411,intraday,22.769510449177506,28.180985500136067,18.218701591210305,471.63665268985886,471.85483301406646,,0.0,0.5335999999999785
2022-01-04 13:15:00,471.4553,471.5541,471.1884,471.2181,219037,intraday,23.195438782723986,30.672228869399063,16.98042632372424,471.5529421518871,471.7969481946059,,0.0,0.5335999999999785
2022-01-04 13:20:00,471.2378,471.4256,471.1291,471.3466,233290,intraday,23.71465398563899,30.07436555889726,16.02917480730046,471.51167372150974,471.7560074496417,,0.0,0.5335999999999785
2022-01-04 13:25:00,471.3368,471.653,471.2576,471.2971,224828,intraday,23.346834898615004,27.834953926598864,19.118042455430086,471.4687589772078,471.7142885905833,,0.0,0.5335999999999785
2022-01-04 13:30:00,471.3268,471.3564,470.5557,470.6348,587813,intraday,24.35853163077002,36.19277018498631,16.44720526566943,471.30196718176626,471.61615326416666,,0.0,0.5335999999999785
2022-01-04 13:35:00,470.6249,471.0401,470.5755,470.9215,456951,intraday,25.29796431062825,33.28692956382785,15.126694099454827,471.225873745413,471.5530029674242,,0.0,0.5335999999999785
2022-01-04 13:40:00,470.9116,471.0156,470.7534,470.9017,274965,intraday,26.170294656210892,31.738217563575162,14.422907568736933,471.16103899633043,471.4937936067493,,0.0,0.5335999999999785
2022-01-04 13:45:00,470.9017,471.05,470.8133,470.8523,179626,intraday,26.842404961420918,30.3647545903308,14.427678901492772,471.09929119706436,471.43547600613573,,0.0,0.5335999999999785
2022-01-04 13:50:00,470.8424,470.8523,470.3679,470.536,285731,intraday,28.219878916426662,35.72680909154682,13.171476962146716,470.9866329576515,471.35370546012336,,0.0,0.5335999999999785
2022-01-04 13:55:00,470.5459,470.5557,470.1208,470.2592,433004,intraday,29.841836034518483,37.36446922419407,12.148739492327913,470.8411463661213,471.2542049637485,,0.0,0.5335999999999785
2022-01-04 14:00:00,470.2592,470.8325,470.2098,470.8128,602460,intraday,30.30160664193163,33.36917061003105,15.602809732568145,470.835477092897,471.21407723977137,,0.0,0.5335999999999785
2022-01-04 14:05:00,470.8226,470.9017,470.5162,470.5755,434011,intraday,30.480650716714845,31.14862590872316,15.759050503979793,470.7834816743176,471.15602476342855,,0.0,0.5335999999999785
2022-01-04 14:10:00,470.5656,470.9808,470.4767,470.9808,889700,intraday,30.358570001226642,28.479756194439126,15.753248183625448,470.8229453394541,471.14009523948044,,0.0,0.5335999999999785
2022-01-04 14:15:00,470.961,471.1884,470.8622,471.0797,487474,intraday,29.517537050120456,26.875070310449196,18.451526327673477,470.8742962715633,471.134604763164,,0.0,0.5335999999999785
2022-01-04 14:20:00,471.0797,471.1686,470.8524,470.8736,301931,intraday,28.759873026974702,25.554294149374453,17.426518930032223,470.8741570172507,471.1108770574218,,0.0,0.5335999999999785
2022-01-04 14:25:00,470.8721,471.1489,470.8523,471.0797,300244,intraday,28.056582816579184,24.198269890657322,16.50056882973229,470.91526561380056,471.1080427794744,,0.0,0.5335999999999785
2022-01-04 14:30:00,471.0698,471.7483,471.0203,471.4948,581313,intraday,26.580952367016373,21.2181762588161,24.60830798617385,471.0311724910405,471.1432025267949,Buy Put,0.0,0.5335999999999785
2022-01-04 14:35:00,471.5047,471.5147,471.3466,471.396,299775,intraday,25.210724092422332,20.587691964776013,23.87708813490424,471.1041379928324,471.16618411526804,,0.0,0.5335999999999785
2022-01-04 14:40:00,471.4059,471.8408,471.396,471.826,387176,intraday,24.748686172255642,18.98054140368605,27.73630256125002,471.24851039426596,471.2261673775164,,0.0,0.5335999999999785
2022-01-04 14:45:00,471.8112,471.9792,471.6925,471.8826,568311,intraday,24.62740768221761,18.0049064109771,28.791950325986328,471.37532831541284,471.28584307046947,,0.0,0.5335999999999785
2022-01-04 14:50:00,471.8902,472.083,471.8013,471.9792,425338,intraday,24.740517305040537,17.07612820378986,29.207504517905758,471.4961026523303,471.34887551860857,,0.0,0.5335999999999785
2022-01-04 14:55:00,471.9792,471.994,471.8309,471.9347,358400,intraday,24.8455476690904,16.544003336650942,28.297342725046853,471.5838221218643,471.4021322896441,,0.0,0.5335999999999785
2022-01-04 15:00:00,471.9397,472.2263,471.9001,472.1868,440682,intraday,25.45076954919146,15.503443637250308,30.996648412609545,471.70441769749146,471.4734657178583,,0.0,0.5335999999999785
2022-01-04 15:05:00,472.1967,472.2758,472.0978,472.2165,383171,intraday,26.1157665958437,14.950841255986605,30.88302795810516,471.8068341579932,471.54101428896206,,0.0,0.5335999999999785
2022-01-04 15:10:00,472.2165,472.4735,472.2165,472.3944,554481,intraday,27.129836683518626,14.1657468923956,33.30082721109017,471.9243473263946,471.6185948081473,,0.0,0.5335999999999785
2022-01-04 15:15:00,472.3944,472.513,472.2263,472.4142,516967,intraday,28.14813693722318,13.32511393402173,32.14225932495221,472.0223178611157,471.6909225528612,,0.0,0.5335999999999785
2022-01-04 15:20:00,472.4142,472.7997,472.3944,472.6306,750066,intraday,29.60965176559096,12.22101542851714,35.34022043348129,472.1439742888926,471.77634777532836,,0.0,0.5335999999999785
2022-01-04 15:25:00,472.6316,472.8293,472.5031,472.7601,700269,intraday,31.016389548793473,11.402144474099076,33.58026100223101,472.26719943111414,471.86577979575304,,0.0,0.5335999999999785
2022-01-04 15:30:00,472.77,472.7898,472.424,472.5427,669778,intraday,31.92333386861869,12.167357152579681,31.06638783719483,472.3222995448914,471.9273179961391,,0.0,0.5335999999999785
2022-01-04 15:35:00,472.5328,472.7305,472.4735,472.5921,828843,intraday,32.76549645131353,11.515125209147829,29.401072168363225,472.37625963591313,471.9877527237628,,0.0,0.5335999999999785
2022-01-04 15:40:00,472.5872,472.9875,472.5377,472.8837,1375017,intraday,34.04461263171504,10.458444197677606,31.946203446190946,472.4777477087305,472.06920247614795,,0.0,0.5335999999999785
2022-01-04 15:45:00,472.8887,473.1753,472.8195,473.1061,1658530,intraday,35.54479280319937,9.700170838856891,33.45690422574242,472.6034181669844,472.16346588740726,,0.0,0.5335999999999785
2022-01-04 15:50:00,473.1061,473.462,472.6119,472.6712,2371926,intraday,37.34636169609628,8.175068845392271,33.49912519809391,472.61697453358755,472.2096235340066,,0.0,0.5335999999999785
2022-01-04 15:55:00,472.6613,472.6712,471.9594,472.0286,3022469,intraday,36.28944536728951,18.54241286538648,29.33957831125571,472.4992996268701,472.1931668490969,Sell,0.5337999999999852,1.0673999999999637
2022-01-05 09:30:00,471.6827,472.1769,470.8918,470.9017,1616845,intraday,34.67081115535504,31.092236187448428,23.63385457029223,472.1797797014961,472.0757607719063,Buy Call,0.0,1.0673999999999637
